START	END
1027031775	1027031777
1027031779	1027031785
1027031787	1027031789
1027031791	1027031805
1027031807	1027035142
1027035144	1027035334
1027035336	1027035403
1027035405	1027035405
1027035407	1027035419
1027035421	1027035432
1027035434	1027035438
1027035441	1027035441
1027035443	1027035448
1027035450	1027036259
1027036261	1027036271
1027036273	1027036311
1027036313	1027036392
1027036394	1027036833
1027036835	1027037227
1027037229	1027044057
1027044059	1027044076
1027044080	1027044087
1027044089	1027044553
1027044555	1027044866
1027044872	1027044873
1027044876	1027044939
1027044941	1027045379
1027045381	1027045381
1027045385	1027045408
1027045412	1027045412
1027045414	1027045436
1027045438	1027045439
1027045441	1027045467
1027045469	1027045471
1027045473	1027045482
1027045486	1027045495
1027045497	1027045568
1027045570	1027045574
1027045576	1027045576
1027045578	1027045585
1027045587	1027045606
1027045608	1027045649
1027045651	1027045688
1027045690	1027045782
1027045784	1027045785
1027045787	1027045811
1027045813	1027045875
1027045877	1027045890
1027045892	1027045893
1027045895	1027045896
1027045898	1027045898
1027045900	1027045930
1027045932	1027045938
1027045940	1027048447
1027048484	1027048503
1027048505	1027048703
1027048960	1027049120
1027049122	1027049280
1027049282	1027049509
1027049511	1027050008
1027050010	1027050185
1027050187	1027050500
1027050505	1027050507
1027050509	1027050527
1027050529	1027050545
1027050547	1027050580
1027050582	1027050587
1027050589	1027050606
1027050608	1027050616
1027050618	1027050629
1027050631	1027050642
1027050644	1027050683
1027050685	1027050714
1027050716	1027050730
1027050732	1027050787
1027050789	1027050800
1027050803	1027050805
1027050807	1027050808
1027050811	1027050813
1027050815	1027050822
1027050824	1027050824
1027050826	1027050827
1027050829	1027050829
1027050831	1027050832
1027050835	1027050835
1027050837	1027050839
1027050841	1027050860
1027050862	1027050864
1027050866	1027050874
1027050876	1027050877
1027050879	1027050879
1027050884	1027050898
1027050900	1027050934
1027050937	1027050940
1027050942	1027050952
1027050954	1027050954
1027050956	1027050956
1027050959	1027050959
1027050961	1027050961
1027050963	1027050965
1027050968	1027050991
1027050993	1027050999
1027051001	1027051046
1027051049	1027051054
1027051056	1027051104
1027051106	1027051149
1027051151	1027051160
1027051162	1027051818
1027051820	1027052567
1027052569	1027052600
1027052602	1027052607
1027052609	1027052844
1027052846	1027053079
1027053081	1027055926
1027055928	1027055973
1027055975	1027056641
1027056643	1027056645
1027056647	1027056649
1027056651	1027056653
1027056655	1027056661
1027056663	1027056665
1027056667	1027056669
1027056671	1027056673
1027056675	1027056677
1027056679	1027056685
1027056687	1027056693
1027056695	1027056709
1027056711	1027056713
1027056715	1027056721
1027056723	1027056733
1027056735	1027056741
1027056743	1027056745
1027056747	1027056749
1027056751	1027056757
1027056759	1027056773
1027056775	1027056781
1027056783	1027056789
1027056791	1027056837
1027056839	1027056845
1027056847	1027056865
1027056867	1027056869
1027056871	1027056885
1027056887	1027056889
1027056891	1027056893
1027056895	1027059396
1027059398	1027063209
1027063211	1027065152
1027065154	1027068004
1027068006	1027071774
1027071776	1027072660
1027072662	1027072793
1027072795	1027077229
1027077231	1027077485
1027077487	1027080191
1031852712	1031852712
1031852756	1031852763
1031852766	1031852771
1031861894	1031861894
1031861914	1031861914
1032008734	1032008734
1032034369	1032034369
1032083822	1032083822
1032126464	1032126951
1032126960	1032127263
1032127296	1032128056
1032128058	1032128393
1032128395	1032128400
1032128403	1032128420
1032128422	1032128438
1032128440	1032128476
1032128478	1032128485
1032128488	1032128504
1032128507	1032128519
1032128521	1032128522
1032128524	1032128533
1032128535	1032128540
1032128542	1032128550
1032128553	1032128581
1032128583	1032128601
1032128603	1032128635
1032128637	1032129184
1032129186	1032129196
1032129198	1032129325
1032129327	1032129441
1032129443	1032129444
1032129446	1032129469
1032129471	1032131830
1032131832	1032132893
1032132895	1032132895
1032132897	1032132898
1032132900	1032132947
1032132949	1032132963
1032132965	1032133014
1032133016	1032133020
1032133022	1032134143
1032134656	1032153353
1032153355	1032153920
1032153922	1032156159
1032156416	1032156756
1032156759	1032157155
1032157157	1032159477
1032159479	1032159999
1032162048	1032169471
1032169984	1032172543
1032198690	1032198690
1032198782	1032198785
1032198802	1032198854
1032198896	1032198896
1032199186	1032199186
1032216576	1032216641
1032216643	1032216645
1032216647	1032216649
1032216651	1032216661
1032216663	1032216707
1032216709	1032216761
1032216763	1032217250
1032217252	1032217609
1032217611	1032217857
1032217860	1032217866
1032217868	1032217922
1032217924	1032217938
1032217940	1032217973
1032217975	1032217999
1032218001	1032218033
1032218035	1032218037
1032218039	1032218041
1032218043	1032218121
1032218123	1032218125
1032218127	1032218129
1032218131	1032218133
1032218135	1032218137
1032218139	1032218141
1032218143	1032218145
1032218147	1032218149
1032218151	1032218153
1032218155	1032218173
1032218175	1032218181
1032218183	1032218185
1032218187	1032218193
1032218195	1032218213
1032218215	1032218288
1032218290	1032218341
1032218344	1032218345
1032218347	1032218357
1032218359	1032218367
1032218564	1032218564
1032218624	1032218770
1032218772	1032218915
1032218917	1032218920
1032218922	1032218945
1032218947	1032218948
1032218950	1032219020
1032219022	1032219032
1032219034	1032219040
1032219042	1032219057
1032219059	1032219714
1032219716	1032219906
1032219908	1032221186
1032221188	1032221442
1032221444	1032221514
1032221516	1032221584
1032221586	1032221601
1032221603	1032221624
1032221626	1032221639
1032221641	1032221643
1032221645	1032221655
1032221657	1032221665
1032221668	1032221670
1032221672	1032221685
1032221687	1032222440
1032222442	1032222442
1032222444	1032222447
1032222449	1032222451
1032222453	1032224420
1032224422	1032224497
1032224499	1032224513
1032224515	1032224524
1032224526	1032224529
1032224531	1032224645
1032224647	1032224717
1032224719	1032224737
1032224739	1032251351
1032251353	1032260674
1032260676	1032291327
1032291584	1032294655
1032295168	1032296447
1032296704	1032297727
1032297984	1032299007
1032301312	1032305151
1032305408	1032319487
1032319744	1032325869
1032325871	1032337353
1032337355	1032339455
1032339747	1032339747
1032339749	1032339842
1032339844	1032339844
1032339873	1032340009
1032340011	1032340533
1032340535	1032340560
1032340563	1032340565
1032340567	1032340581
1032340583	1032340645
1032340647	1032340721
1032340723	1032340741
1032340743	1032340773
1032340775	1032340797
1032340799	1032340873
1032340875	1032341029
1032341031	1032341045
1032341047	1032341049
1032341051	1032341077
1032341079	1032341089
1032341091	1032341101
1032341103	1032341105
1032341107	1032341109
1032341111	1032341113
1032341115	1032341133
1032341135	1032341137
1032341139	1032341177
1032341179	1032341197
1032341199	1032341633
1032341635	1032341777
1032341779	1032341965
1032341967	1032342549
1032342551	1032342681
1032342683	1032342985
1032342987	1032343505
1032343507	1032344085
1032344087	1032346965
1032346967	1032348419
1032348421	1032348421
1032348423	1032348463
1032348465	1032349965
1032349967	1032350853
1032350855	1032350857
1032350859	1032350861
1032350863	1032350865
1032350867	1032350869
1032350871	1032350889
1032350891	1032350893
1032350895	1032350901
1032350903	1032350905
1032350907	1032350909
1032350911	1032350929
1032350931	1032351249
1032351253	1032351253
1032351262	1032351265
1032351268	1032351269
1032351271	1032351271
1032351273	1032351289
1032351291	1032352001
1032352003	1032352037
1032352039	1032352413
1032352415	1032352833
1032352837	1032352837
1032352842	1032352849
1032352851	1032352882
1032352885	1032352885
1032352887	1032352887
1032352889	1032352890
1032352892	1032352893
1032352895	1032353653
1032353655	1032354901
1032354903	1032356351
1032388063	1032388063
1032421376	1032428033
1032428035	1032428041
1032428043	1032428065
1032428067	1032428089
1032428091	1032428097
1032428099	1032428109
1032428111	1032437317
1032437319	1032437323
1032437325	1032437335
1032437337	1032437339
1032437341	1032437379
1032437381	1032437415
1032437417	1032437517
1032437519	1032437528
1032437530	1032437569
1032437585	1032437588
1032437599	1032437703
1032437706	1032437718
1032437720	1032440160
1032440162	1032440423
1032440425	1032454911
1032455168	1032457554
1032457556	1032457855
1032458112	1032458993
1032458995	1032459269
1032459271	1032459273
1032459275	1032459275
1032459277	1032459373
1032459375	1032459433
1032459435	1032459649
1032459651	1032459656
1032459659	1032459661
1032459663	1032459665
1032459667	1032459669
1032459671	1032459677
1032459679	1032459681
1032459683	1032459689
1032459691	1032459693
1032459695	1032460582
1032460584	1032460799
1032461824	1032462140
1032462143	1032462259
1032462261	1032462271
1032462273	1032462274
1032462276	1032462313
1032462316	1032462722
1032462724	1032462724
1032462727	1032462786
1032462788	1032462790
1032462793	1032463871
1032464128	1032464984
1032464986	1032465166
1032465168	1032465263
1032465265	1032465327
1032465329	1032466225
1032466227	1032466236
1032466238	1032466238
1032466240	1032466513
1032466515	1032466517
1032466519	1032466805
1032466807	1032469504
1032469506	1032469506
1032469508	1032469508
1032469511	1032469512
1032469514	1032469573
1032469575	1032469638
1032469640	1032469696
1032469699	1032469704
1032469706	1032469709
1032469711	1032469953
1032469955	1032470860
1032470862	1032470920
1032470922	1032470973
1032470975	1032472705
1032472707	1032472785
1032472787	1032473040
1032473042	1032473106
1032473108	1032473112
1032473114	1032473138
1032473140	1032473151
1032473153	1032473179
1032473181	1032473197
1032473199	1032473222
1032473224	1032473228
1032473230	1032473235
1032473237	1032473238
1032473240	1032473329
1032473331	1032473390
1032473399	1032473435
1032473437	1032473450
1032473452	1032473477
1032473479	1032473481
1032473483	1032473565
1032473567	1032473579
1032473581	1032473581
1032473583	1032474144
1032474146	1032474146
1032474148	1032474200
1032474202	1032474208
1032474210	1032474222
1032474224	1032474239
1032474241	1032474259
1032474261	1032474558
1032474560	1032474978
1032474980	1032475135
1032475392	1032475583
1032475585	1032476322
1032476324	1032476327
1032476329	1032476341
1032476343	1032478208
1032478210	1032478217
1032478219	1032478269
1032478271	1032478365
1032478367	1032478463
1032478486	1032478486
1032478720	1032478873
1032478976	1032479231
1032479488	1032479500
1032479502	1032479593
1032479595	1032479629
1032479631	1032479634
1032479636	1032479661
1032479663	1032479669
1032479671	1032479692
1032479694	1032479701
1032479703	1032479729
1032479731	1032479781
1032479783	1032479825
1032479827	1032479844
1032479846	1032479873
1032479875	1032479877
1032479879	1032479897
1032479899	1032479949
1032479951	1032479969
1032479971	1032479989
1032479991	1032480021
1032480023	1032480257
1032480259	1032480285
1032480287	1032480289
1032480291	1032480293
1032480295	1032480297
1032480299	1032480305
1032480307	1032480317
1032480319	1032480477
1032480479	1032480509
1032480511	1032481233
1032481235	1032481341
1032481343	1032481537
1032481539	1032481552
1032481554	1032481565
1032481567	1032481581
1032481583	1032481589
1032481591	1032481604
1032481606	1032481609
1032481611	1032481829
1032481831	1032481906
1032481909	1032481921
1032481923	1032481964
1032481966	1032481993
1032481995	1032481995
1032481997	1032482002
1032482004	1032482011
1032482013	1032482559
1032482816	1032483985
1032483987	1032484000
1032484002	1032484144
1032484146	1032484210
1032484212	1032484371
1032484373	1032484430
1032484432	1032484805
1032484807	1032484835
1032484837	1032485532
1032485534	1032485631
1032486400	1032486645
1032486647	1032486796
1032486798	1032486809
1032486811	1032486839
1032486841	1032486844
1032486846	1032486853
1032486856	1032486875
1032486877	1032486913
1032486915	1032486925
1032486927	1032486965
1032486967	1032486973
1032486975	1032486981
1032486983	1032486993
1032486995	1032487005
1032487007	1032487017
1032487019	1032487021
1032487023	1032487025
1032487027	1032487029
1032487031	1032487033
1032487035	1032487041
1032487043	1032487045
1032487047	1032487049
1032487051	1032487065
1032487067	1032487069
1032487071	1032487077
1032487079	1032487085
1032487087	1032487105
1032487107	1032487109
1032487111	1032487113
1032487115	1032487137
1032487139	1032487153
1032487155	1032487165
1032487167	1032487188
1032487190	1032487208
1032487215	1032487249
1032487251	1032487421
1032487423	1032487445
1032487447	1032487561
1032487563	1032487597
1032487599	1032487657
1032487659	1032487945
1032487947	1032487965
1032487967	1032487981
1032487983	1032487985
1032487987	1032488009
1032488011	1032488101
1032488103	1032488133
1032488135	1032488233
1032488235	1032488253
1032488255	1032488341
1032488343	1032488345
1032488347	1032488617
1032488619	1032488661
1032488663	1032488665
1032488667	1032488669
1032488671	1032488705
1032488707	1032488707
1032488710	1032488711
1032488714	1032488715
1032488717	1032488717
1032488719	1032488719
1032488723	1032488726
1032488728	1032488729
1032488731	1032488735
1032488737	1032488737
1032488739	1032488739
1032488742	1032488747
1032488749	1032488751
1032488753	1032488753
1032488756	1032488756
1032488758	1032488758
1032488760	1032488761
1032488767	1032488845
1032488847	1032488993
1032488995	1032494214
1032494216	1032499327
1032499360	1032499429
1032499432	1032499455
1032499487	1032499655
1032499657	1032500479
1032500736	1032501348
1032501350	1032501372
1032501374	1032501509
1032501511	1032501517
1032501519	1032501545
1032501547	1032501560
1032501562	1032501601
1032501603	1032501613
1032501615	1032501625
1032501627	1032501628
1032501630	1032501636
1032501638	1032501641
1032501643	1032501661
1032501663	1032501689
1032501691	1032501721
1032501723	1032501741
1032501743	1032501745
1032501747	1032501753
1032501755	1032502809
1032502812	1032503153
1032503155	1032503225
1032503227	1032503290
1032503292	1032503295
1032508342	1032508342
1032552448	1032558131
1032558133	1032558390
1032558392	1032561992
1032561994	1032562880
1032562882	1032564176
1032564178	1032564305
1032564307	1032564337
1032564339	1032564550
1032564552	1032564580
1032564582	1032568831
1032744809	1032744809
1032744813	1032744813
1032779674	1032779674
1032942848	1032943103
1032953465	1032953465
1032976004	1032976005
1033108282	1033108282
1033109504	1033113885
1033113887	1033121820
1033121823	1033130581
1033130583	1033132799
1033133056	1033188107
1033188109	1033197055
1033197312	1033197407
1033197409	1033204661
1033204663	1033205204
1033205206	1033215068
1033215070	1033215243
1033215245	1033216511
1033216768	1033240575
1033262358	1033262358
1033633792	1033638951
1033638953	1033643306
1033643311	1033643311
1033643328	1033643328
1033643334	1033643341
1033643345	1033643353
1033643488	1033643564
1033643566	1033645311
1033645568	1033646161
1033646163	1033646215
1033646217	1033646221
1033646224	1033646230
1033646232	1033646353
1033646355	1033665023
1033665792	1033666303
1033667584	1033678913
1033678915	1033689371
1033689373	1033689670
1033689672	1033689940
1033689942	1033694153
1033694159	1033694257
1033694259	1033699327
1033764864	1033766273
1033766277	1033766985
1033766987	1033767077
1033767079	1033767264
1033767286	1033767809
1033767839	1033767872
1033767894	1033767904
1033767936	1033767936
1033767999	1033768033
1033768035	1033768037
1033768039	1033768041
1033768043	1033768045
1033768047	1033768049
1033768051	1033768053
1033768055	1033768057
1033768059	1033768385
1033768387	1033768389
1033768391	1033768397
1033768399	1033768405
1033768407	1033768409
1033768411	1033769983
1033770111	1033770123
1033770125	1033770194
1033770196	1033770231
1033770233	1033770496
1033770577	1033770817
1033770845	1033771651
1033771653	1033772369
1033772371	1033772405
1033772407	1033772569
1033772571	1033772641
1033772643	1033772865
1033772895	1033772941
1033772943	1033773321
1033773323	1033773566
1033773568	1033773746
1033773748	1033773753
1033773755	1033776593
1033776605	1033776704
1033776706	1033776800
1033776802	1033776877
1033776879	1033776903
1033776906	1033776966
1033776968	1033779199
1033779456	1033779472
1033779474	1033779560
1033779562	1033780416
1033780418	1033780735
1033780992	1033781759
1033783040	1033784394
1033784396	1033784461
1033784463	1033784706
1033784708	1033784966
1033784968	1033786112
1033786114	1033786240
1033786242	1033786255
1033786257	1033786313
1033786315	1033786369
1033786372	1033786372
1033786374	1033786376
1033786378	1033786382
1033786384	1033786438
1033786440	1033786442
1033786444	1033786503
1033786505	1033786509
1033786511	1033786516
1033786518	1033786561
1033786563	1033786564
1033786566	1033786689
1033786691	1033786706
1033786708	1033786752
1033786754	1033786754
1033786757	1033786759
1033786761	1033786767
1033786769	1033786773
1033786775	1033786818
1033786820	1033786829
1033786831	1033786890
1033786892	1033786945
1033786947	1033786947
1033786949	1033786950
1033786952	1033787009
1033787011	1033787033
1033787035	1033787037
1033787039	1033787077
1033787079	1033787080
1033787082	1033787087
1033787089	1033787647
1033787904	1033787920
1033787922	1033788296
1033788298	1033789183
1033789847	1033789951
1033790720	1033790920
1033790922	1033790940
1033790942	1033791475
1033791477	1033791740
1033791742	1033792415
1033792448	1033792769
1033792771	1033792772
1033792774	1033792875
1033792877	1033792941
1033792943	1033793024
1033793045	1033793159
1033793161	1033793184
1033793216	1033793224
1033793226	1033793537
1033793554	1033793568
1033793570	1033793583
1033793585	1033793601
1033793657	1033793713
1033793715	1033793731
1033793733	1033793733
1033793741	1033793757
1033793759	1033793762
1033793764	1033793777
1033793779	1033793783
1033793785	1033794198
1033794200	1033795021
1033795024	1033795071
1033795103	1033795105
1033795107	1033795109
1033795111	1033795113
1033795115	1033795394
1033795398	1033795751
1033795753	1033795761
1033795764	1033797033
1033797035	1033797441
1033797455	1033797466
1033797468	1033797575
1033797577	1033798725
1033798727	1033798731
1033798733	1033798734
1033798736	1033798743
1033798745	1033800177
1033800179	1033802231
1033802233	1033803258
1033803260	1033803263
1033803324	1033804649
1033804651	1033805408
1033805410	1033805412
1033805414	1033805775
1033805778	1033807914
1033807916	1033807952
1033807954	1033807957
1033807959	1033808006
1033808008	1033808124
1033808126	1033808135
1033808138	1033808138
1033808140	1033808186
1033808188	1033808188
1033808190	1033808217
1033808219	1033808227
1033808229	1033808230
1033808232	1033808237
1033808239	1033808422
1033808424	1033808819
1033808821	1033808840
1033808842	1033808845
1033808847	1033808856
1033808858	1033809235
1033809237	1033809650
1033809652	1033809958
1033809960	1033813089
1033813091	1033816063
1033816320	1033821687
1033821689	1033821692
1033821694	1033822402
1033822404	1033822405
1033822408	1033822615
1033822617	1033822619
1033822621	1033823362
1033823364	1033823365
1033823367	1033823367
1033823369	1033823376
1033823378	1033823382
1033823384	1033823407
1033823409	1033823448
1033823450	1033823548
1033823550	1033823555
1033823557	1033823559
1033823561	1033823565
1033823567	1033823572
1033823575	1033823577
1033823579	1033823580
1033823582	1033823877
1033823880	1033823880
1033823882	1033823885
1033823887	1033823888
1033823890	1033823891
1033823893	1033823895
1033823898	1033831457
1033831461	1033831513
1033831515	1033831553
1033831555	1033831581
1033831583	1033831601
1033831603	1033831729
1033831731	1033831733
1033831735	1033831762
1033831764	1033831933
1033831935	1033832281
1033832283	1033832297
1033832299	1033832368
1033832370	1033832373
1033832375	1033832651
1033832653	1033832653
1033832655	1033832749
1033832751	1033832769
1033832771	1033832809
1033832811	1033840639
1033840896	1033843633
1033843635	1033846401
1033846465	1033846783
1033877129	1033877129
1033961472	1033961816
1033961818	1033961818
1033961820	1033961821
1033961823	1033961962
1033961964	1033962495
1033964288	1033964799
1033965056	1033967027
1033967029	1033967994
1033967996	1033968057
1033968059	1033968164
1033968166	1033969990
1033969992	1033970068
1033970070	1033970085
1033970087	1033970389
1033970391	1033975117
1033975119	1033977855
1033994240	1033995025
1033995027	1033995041
1033995043	1033995285
1033995287	1033995329
1033995331	1033995357
1033995359	1033995373
1033995375	1033995493
1033995495	1033995813
1033995815	1033998335
1033999872	1034047487
1034047744	1034076159
1034076672	1034084654
1034084656	1034093061
1034093063	1034093109
1034093111	1034093505
1034093507	1034093509
1034093511	1034093517
1034093519	1034093533
1034093535	1034093537
1034093539	1034093541
1034093543	1034093553
1034093555	1034093561
1034093563	1034093750
1034093752	1034093773
1034093776	1034093837
1034093839	1034094144
1034094151	1034094154
1034094156	1034094158
1034094160	1034094167
1034094169	1034094175
1034094177	1034094185
1034094188	1034094325
1034094327	1034094345
1034094347	1034094409
1034094411	1034094425
1034094427	1034094429
1034094431	1034097477
1034097479	1034101507
1034101509	1034101525
1034101527	1034101539
1034101541	1034101796
1034101798	1034102276
1034102278	1034102293
1034102295	1034102297
1034102299	1034102314
1034102316	1034102325
1034102328	1034102329
1034102331	1034102342
1034102344	1034102362
1034102365	1034102371
1034102374	1034102381
1034102383	1034102386
1034102388	1034102503
1034102505	1034102534
1034102536	1034102557
1034102559	1034102577
1034102579	1034102638
1034102640	1034103307
1034103309	1034105361
1034105363	1034106140
1034106142	1034106455
1034106458	1034107400
1034107402	1034107451
1034107453	1034107509
1034107511	1034107617
1034107623	1034107623
1034107625	1034107625
1034107627	1034107902
1034107904	1034108002
1034108004	1034108021
1034108023	1034108041
1034108043	1034108413
1034108415	1034109098
1034109101	1034109339
1034109341	1034109449
1034109451	1034109571
1034109573	1034109768
1034109770	1034110273
1034110275	1034110792
1034110794	1034110993
1034110995	1034111701
1034111703	1034111849
1034111851	1034114661
1034114663	1034116569
1034116571	1034117889
1034117893	1034117893
1034117896	1034118009
1034118011	1034118012
1034118014	1034118845
1034118847	1034119083
1034119089	1034120029
1034120031	1034120721
1034120723	1034120726
1034120728	1034121569
1034121571	1034121675
1034121677	1034122756
1034122758	1034122760
1034122762	1034122767
1034122769	1034122784
1034122791	1034122791
1034122796	1034122796
1034122800	1034122800
1034122803	1034122805
1034122807	1034122816
1034122818	1034122820
1034122822	1034122822
1034122824	1034122824
1034122826	1034122827
1034122832	1034122833
1034122835	1034122842
1034122844	1034122934
1034122936	1034122940
1034122942	1034123009
1034123011	1034123014
1034123016	1034123016
1034123018	1034123019
1034123021	1034123029
1034123032	1034123042
1034123046	1034123047
1034123049	1034123057
1034123059	1034123062
1034123064	1034124289
1034124291	1034124777
1034124779	1034128895
1034129408	1034132535
1034132537	1034134332
1034134334	1034134928
1034134930	1034138755
1034138757	1034141285
1034141287	1034141294
1034141296	1034141507
1034141509	1034141697
1034141699	1034141803
1034141805	1034142053
1034142055	1034142104
1034142106	1034142325
1034142327	1034142779
1034142781	1034142849
1034142852	1034143029
1034143031	1034147873
1034147879	1034147906
1034147908	1034147921
1034147923	1034147923
1034147925	1034147929
1034147935	1034147972
1034147974	1034147974
1034147980	1034147980
1034147982	1034148434
1034148436	1034149237
1034149239	1034149482
1034149484	1034149504
1034149515	1034149905
1034149907	1034149937
1034149939	1034149993
1034149995	1034150068
1034150070	1034150399
1034150528	1034150625
1034150627	1034150641
1034150643	1034150987
1034150989	1034151141
1034151143	1034151153
1034151168	1034151621
1034151623	1034151694
1034151696	1034151818
1034151820	1034151875
1034151877	1034151903
1034151910	1034151915
1034151917	1034151919
1034151928	1034152989
1034152991	1034153010
1034153012	1034153099
1034153101	1034155475
1034155477	1034155663
1034155672	1034157650
1034157653	1034158079
1034354688	1034355967
1034358528	1034358816
1034358841	1034358899
1034358901	1034358920
1034358922	1034358952
1034358954	1034359042
1034359044	1034359232
1034359244	1034359328
1034359360	1034359360
1034359392	1034359392
1034359424	1034359476
1034359478	1034359504
1034359506	1034359527
1034359529	1034359582
1034359584	1034359592
1034359594	1034359754
1034359756	1034359897
1034359929	1034360153
1034360155	1034360352
1034360383	1034360389
1034360391	1034360394
1034360396	1034360504
1034360506	1034360582
1034360607	1034360736
1034360767	1034360874
1034360876	1034360896
1034360928	1034360992
1034361014	1034361120
1034361139	1034361149
1034361151	1034361152
1034361184	1034361189
1034361191	1034361192
1034361196	1034361196
1034361198	1034361203
1034361206	1034361209
1034361212	1034361212
1034361214	1034361221
1034361223	1034361225
1034361227	1034361229
1034361231	1034361241
1034361243	1034361253
1034361255	1034361269
1034361271	1034361305
1034361307	1034361307
1034361309	1034361329
1034361331	1034361344
1034361375	1034361600
1034361631	1034361662
1034361694	1034361760
1034361791	1034361809
1034361811	1034361811
1034361813	1034361825
1034361888	1034361889
1034361891	1034361897
1034361899	1034361909
1034361911	1034361933
1034361935	1034361954
1034361982	1034361989
1034361991	1034362005
1034362007	1034362017
1034362019	1034362021
1034362023	1034362029
1034362031	1034362117
1034362119	1034362121
1034362123	1034362176
1034362208	1034362208
1034362240	1034362241
1034362243	1034362261
1034362263	1034362265
1034362267	1034362272
1034362304	1034362309
1034362311	1034362317
1034362319	1034362560
1034362591	1034362672
1034362687	1034362689
1034362712	1034362753
1034362755	1034362810
1034362816	1034362854
1034362856	1034363389
1034363391	1034363648
1034363650	1034363913
1034363919	1034363929
1034363932	1034363969
1034363972	1034363985
1034363989	1034363990
1034363992	1034364047
1034364049	1034364051
1034364053	1034364054
1034364056	1034364076
1034364078	1034364097
1034364099	1034364633
1034364636	1034364952
1034364959	1034366207
1034366464	1034366881
1034366883	1034367393
1034367395	1034367496
1034367498	1034368255
1034368367	1034369279
1034369536	1034370047
1034370304	1034371329
1034371334	1034371334
1034371336	1034371336
1034371340	1034371340
1034371342	1034371344
1034371349	1034371349
1034371351	1034371425
1034371437	1034371441
1034371444	1034371577
1034371579	1034371585
1034371587	1034371618
1034371622	1034371622
1034371625	1034371714
1034371716	1034371716
1034371721	1034371970
1034371973	1034371973
1034371975	1034371975
1034371977	1034371980
1034371982	1034371993
1034371995	1034372066
1034372068	1034372355
1034372359	1034372359
1034372361	1034372452
1034372456	1034372481
1034372483	1034372485
1034372487	1034372711
1034372713	1034372930
1034372932	1034372940
1034372942	1034373574
1034373576	1034373613
1034373615	1034373681
1034373683	1034373793
1034373796	1034373801
1034373804	1034373994
1034373996	1034374066
1034374068	1034374663
1034374665	1034375054
1034375056	1034375256
1034375258	1034375361
1034375421	1034375680
1034375761	1034375809
1034375881	1034375935
1034376448	1034376609
1034376611	1034376613
1034376615	1034376621
1034376623	1034376625
1034376704	1034376997
1034376999	1034377089
1034377215	1034377921
1034377947	1034377947
1034377949	1034378351
1034378353	1034378387
1034378389	1034378440
1034378442	1034378453
1034378455	1034378465
1034378467	1034378469
1034378471	1034378481
1034378483	1034378483
1034378485	1034378514
1034378519	1034378591
1034378623	1034378630
1034378728	1034378737
1034378749	1034378773
1034378775	1034378797
1034378800	1034378827
1034378829	1034378832
1034378834	1034378950
1034378975	1034378986
1034378993	1034379038
1034379040	1034379091
1034379103	1034379148
1034379150	1034379241
1034379243	1034379263
1034379776	1034381311
1034381568	1034381577
1034381579	1034381645
1034381647	1034381661
1034381663	1034381732
1034381734	1034381790
1034381820	1034382109
1034382111	1034382177
1034382179	1034382189
1034382191	1034382193
1034382195	1034382205
1034382207	1034382346
1034382348	1034383230
1034383232	1034383745
1034383807	1034383958
1034383960	1034384321
1034384323	1034385151
1034385664	1034385925
1034385927	1034385937
1034385939	1034385949
1034385951	1034386081
1034386084	1034386096
1034386098	1034386145
1034386148	1034386148
1034386151	1034386151
1034386153	1034386179
1034386181	1034386181
1034386183	1034386185
1034386188	1034386191
1034386193	1034386193
1034386195	1034386431
1034386944	1034387137
1034387139	1034388411
1034388413	1034390281
1034390283	1034390309
1034390311	1034390379
1034390381	1034390401
1034390408	1034390436
1034390438	1034391065
1034391067	1034391089
1034391091	1034391105
1034391108	1034391147
1034391149	1034391249
1034391251	1034391361
1034391363	1034391521
1034391523	1034391524
1034391526	1034393604
1034393606	1034393610
1034393612	1034393633
1034393636	1034393666
1034393668	1034393682
1034393684	1034393693
1034393695	1034393731
1034393733	1034393737
1034393740	1034393793
1034393796	1034393814
1034393816	1034393829
1034393831	1034394028
1034394030	1034394100
1034394102	1034394246
1034394248	1034394265
1034394267	1034394282
1034394284	1034394363
1034394365	1034394421
1034394423	1034394423
1034394425	1034394433
1034394436	1034394441
1034394443	1034394453
1034394455	1034394457
1034394459	1034394473
1034394477	1034394623
1034395648	1034397849
1034397851	1034398144
1034398147	1034398147
1034398149	1034398152
1034398154	1034398157
1034398159	1034398221
1034398223	1034398274
1034398276	1034398463
1034398976	1034399753
1034399755	1034399781
1034399783	1034399785
1034399787	1034399941
1034399943	1034400007
1034400009	1034400011
1034400014	1034400033
1034400035	1034400043
1034400045	1034400153
1034400155	1034400261
1034400263	1034400268
1034400270	1034400303
1034400305	1034400325
1034400327	1034400329
1034400332	1034400585
1034400587	1034400737
1034400739	1034400979
1034400981	1034403130
1034403132	1034403839
1034404096	1034404387
1034404389	1034404665
1034404667	1034404728
1034404730	1034404863
1034405120	1034405375
1034405663	1034405962
1034405964	1034409593
1034409595	1034412365
1034412367	1034414606
1034414608	1034414635
1034414637	1034414639
1034414641	1034414645
1034414647	1034414647
1034414649	1034414650
1034414652	1034414833
1034414835	1034414877
1034414879	1034414885
1034414887	1034414927
1034414929	1034415042
1034415046	1034415050
1034415052	1034415053
1034415055	1034415056
1034415059	1034415060
1034415062	1034415062
1034415064	1034415066
1034415068	1034415069
1034415071	1034415076
1034415079	1034415080
1034415082	1034415087
1034415089	1034415090
